date,title,creator,original_url,original_status,original_video_title,original_channel,original_duration_seconds,original_youtube_status,original_error,original_checked_at,final_url,final_status,final_video_title,final_channel,final_duration_seconds,final_checked_at,replaced,selection_reason,original_independent_recheck_error,replacement_independent_recheck,replacement_independent_checked_at
08-21,Le Tombeau de Couperin,Ravel,https://www.youtube.com/watch?v=7NA4j3VhGY4,playable,Ravel: Le tombeau de Couperin ∙ hr-Sinfonieorchester ∙ Jaime Martín,hr-Sinfonieorchester – Frankfurt Radio Symphony,1263,OK,,2026-09-23T05:31:53+00:00,https://www.youtube.com/watch?v=7NA4j3VhGY4,playable,Ravel: Le tombeau de Couperin ∙ hr-Sinfonieorchester ∙ Jaime Martín,hr-Sinfonieorchester – Frankfurt Radio Symphony,1263,2026-09-23T05:31:53+00:00,False,,,,
08-22,"Images pour piano, L 110 & 111",Debussy,https://www.youtube.com/watch?v=xM-omvkkHkk,playable,"Debussy : Images II, L.111 - I. Cloches à travers les feuilles",Vincent Cucheval,309,OK,,2026-09-23T05:31:55+00:00,https://www.youtube.com/watch?v=xM-omvkkHkk,playable,"Debussy : Images II, L.111 - I. Cloches à travers les feuilles",Vincent Cucheval,309,2026-09-23T05:31:55+00:00,False,,,,
08-23,"Violin Concerto in D, op. 61",Beethoven,https://www.youtube.com/watch?v=W8hQSMxa7gk,playable,"L. V. Beethoven - Violin Concerto in D major Op, 61 (David Oistrakh)",ClassicalMusicTVHD,2736,OK,,2026-09-23T05:31:56+00:00,https://www.youtube.com/watch?v=W8hQSMxa7gk,playable,"L. V. Beethoven - Violin Concerto in D major Op, 61 (David Oistrakh)",ClassicalMusicTVHD,2736,2026-09-23T05:31:56+00:00,False,,,,
08-24,"""Enigma"" Variations on an Original Theme, op. 36",Elgar,https://www.youtube.com/watch?v=7iM5dymBBI4,playable,"Edward Elgar - Enigma Variations, Op.36: IX. (Nimrod)",Queensland Symphony Orchestra,247,OK,,2026-09-23T05:31:57+00:00,https://www.youtube.com/watch?v=7iM5dymBBI4,playable,"Edward Elgar - Enigma Variations, Op.36: IX. (Nimrod)",Queensland Symphony Orchestra,247,2026-09-23T05:31:57+00:00,False,,,,
08-25,"Symphony #3 in F, op. 90",Brahms,https://www.youtube.com/watch?v=4L0MqnAoEJM,playable,"Brahms, Symphony Nr  3 F Dur op  90   Leonard Bernstein, Wiener Philharmoniker",Ahmed Barod,2741,OK,,2026-09-23T05:31:58+00:00,https://www.youtube.com/watch?v=4L0MqnAoEJM,playable,"Brahms, Symphony Nr  3 F Dur op  90   Leonard Bernstein, Wiener Philharmoniker",Ahmed Barod,2741,2026-09-23T05:31:58+00:00,False,,,,
08-26,"Piano Concerto in A minor, op. 54",Schumann,https://www.youtube.com/watch?v=Ynky7qoPnUU,playable,"Schumann Piano Concerto, in A minor, OP. 54 Martha Argerich & Riccardo Chailly",classicmusic541,2194,OK,,2026-09-23T05:31:59+00:00,https://www.youtube.com/watch?v=Ynky7qoPnUU,playable,"Schumann Piano Concerto, in A minor, OP. 54 Martha Argerich & Riccardo Chailly",classicmusic541,2194,2026-09-23T05:31:59+00:00,False,,,,
08-27,Appalachian Spring,Copland,https://www.youtube.com/watch?v=TXV8yO1FucA,playable,Copland: Appalachian Spring,Philharmonia Orchestra,1627,OK,,2026-09-23T05:32:01+00:00,https://www.youtube.com/watch?v=TXV8yO1FucA,playable,Copland: Appalachian Spring,Philharmonia Orchestra,1627,2026-09-23T05:32:01+00:00,False,,,,
08-28,"String Quartets, op. 20 ""Sun""",Haydn,https://www.youtube.com/watch?v=hedAbM5qk_A,playable,"Haydn - String Quartet Op. 20 ""Sun"" No. 4 1st mv.t - Piano Transcription [tbpt44]",travelsbypiano,619,OK,,2026-09-23T05:32:02+00:00,https://www.youtube.com/watch?v=hedAbM5qk_A,playable,"Haydn - String Quartet Op. 20 ""Sun"" No. 4 1st mv.t - Piano Transcription [tbpt44]",travelsbypiano,619,2026-09-23T05:32:02+00:00,False,,,,
08-29,From Me Flows What You Call Time,Takemitsu,https://www.youtube.com/watch?v=kWipy3Q6gAI,playable,Toru Takemitsu. From me flows what you call Time,Silicua hibrido,1739,OK,,2026-09-23T05:32:03+00:00,https://www.youtube.com/watch?v=kWipy3Q6gAI,playable,Toru Takemitsu. From me flows what you call Time,Silicua hibrido,1739,2026-09-23T05:32:03+00:00,False,,,,
08-30,"Symphony #6 'Pastoral' in F, op. 68",Beethoven,https://www.youtube.com/watch?v=t2VY33VXnrQ,playable,BEETHOVEN Symphony No  6 (Pastoral) in F Op 68  LEONARD BERNSTEIN,roger bridgland,2743,OK,,2026-09-23T05:32:04+00:00,https://www.youtube.com/watch?v=t2VY33VXnrQ,playable,BEETHOVEN Symphony No  6 (Pastoral) in F Op 68  LEONARD BERNSTEIN,roger bridgland,2743,2026-09-23T05:32:04+00:00,False,,,,
08-31,"Symphony #3 in A minor, op. 56 'Scottish'",Mendelssohn,https://www.youtube.com/watch?v=Q-zoNEO55yU,playable,"Mendelssohn - Symphony No. 3 in A minor, Op. 56 (Scottish) Kurt Masur, Gewandhausorchestra",EuroArtsChannel,2381,OK,,2026-09-23T05:32:05+00:00,https://www.youtube.com/watch?v=Q-zoNEO55yU,playable,"Mendelssohn - Symphony No. 3 in A minor, Op. 56 (Scottish) Kurt Masur, Gewandhausorchestra",EuroArtsChannel,2381,2026-09-23T05:32:05+00:00,False,,,,
09-01,"Harp Concerto ""Lyra Angelica""",Alwyn,https://www.youtube.com/watch?v=U1VEJrQRzqI,playable,"William Alwyn : Lyra Angelica, Concerto for harp and string orchestra (1954)",Rodders,1835,OK,,2026-09-23T05:32:06+00:00,https://www.youtube.com/watch?v=U1VEJrQRzqI,playable,"William Alwyn : Lyra Angelica, Concerto for harp and string orchestra (1954)",Rodders,1835,2026-09-23T05:32:06+00:00,False,,,,
09-02,"Symphony #7 in D minor, op. 70",Dvořák,https://www.youtube.com/watch?v=V3CCe_UUHtw,playable,"Antonin Dvorak Symphony No. 7 in D minor,  op 70",Evan-Alexis Christ (formerly Evan Christ),2340,OK,,2026-09-23T05:32:08+00:00,https://www.youtube.com/watch?v=V3CCe_UUHtw,playable,"Antonin Dvorak Symphony No. 7 in D minor,  op 70",Evan-Alexis Christ (formerly Evan Christ),2340,2026-09-23T05:32:08+00:00,False,,,,
09-03,"String Quartet in G minor, L 85",Debussy,https://www.youtube.com/watch?v=OrChfYDQFRc,playable,"DEBUSSY // String Quartet in G Minor, Op. 10, L. 85: I. Animé et très décidé by Quatuor Van Kuijk",Alpha Classics,413,OK,,2026-09-23T05:32:10+00:00,https://www.youtube.com/watch?v=OrChfYDQFRc,playable,"DEBUSSY // String Quartet in G Minor, Op. 10, L. 85: I. Animé et très décidé by Quatuor Van Kuijk",Alpha Classics,413,2026-09-23T05:32:10+00:00,False,,,,
09-04,"Scheherazade, op. 35",Rimsky-Korsakov,https://www.youtube.com/watch?v=zY4w4_W30aQ,playable,Rimsky-Korsakov: Scheherazade op.35 - Leif Segerstam - Sinfónica de Galicia,SinfonicadeGalicia,3128,OK,,2026-09-23T05:32:10+00:00,https://www.youtube.com/watch?v=zY4w4_W30aQ,playable,Rimsky-Korsakov: Scheherazade op.35 - Leif Segerstam - Sinfónica de Galicia,SinfonicadeGalicia,3128,2026-09-23T05:32:10+00:00,False,,,,
09-05,"Piano Quintet #2 in C minor, op. 115",Fauré,https://www.youtube.com/watch?v=eCytVmL30lc,playable,"Fauré - Piano Quintet No.2 in C minor, Op.115 (score)",お宮 Omiya,2013,OK,,2026-09-23T05:32:12+00:00,https://www.youtube.com/watch?v=eCytVmL30lc,playable,"Fauré - Piano Quintet No.2 in C minor, Op.115 (score)",お宮 Omiya,2013,2026-09-23T05:32:12+00:00,False,,,,
09-06,"War Requiem, op. 66",Britten,https://www.youtube.com/watch?v=ym7W3J34vJo,playable,"Britten - War Requiem (J.E.Gardiner, 1993)",classicroom,5226,OK,,2026-09-23T05:32:12+00:00,https://www.youtube.com/watch?v=ym7W3J34vJo,playable,"Britten - War Requiem (J.E.Gardiner, 1993)",classicroom,5226,2026-09-23T05:32:12+00:00,False,,,,
09-07,"Finlandia, op. 26",Sibelius,https://www.youtube.com/watch?v=qOSaT6U4e-8,playable,Sibelius - Finlandia op. 26 (Opening of the new Helsinki music hall),Lhargy,522,OK,,2026-09-23T05:32:14+00:00,https://www.youtube.com/watch?v=qOSaT6U4e-8,playable,Sibelius - Finlandia op. 26 (Opening of the new Helsinki music hall),Lhargy,522,2026-09-23T05:32:14+00:00,False,,,,
09-08,"English Suites, BWV 806-811",Bach,https://www.youtube.com/watch?v=rJq80yxHeAQ,deleted_or_unavailable,J. S. Bach – 6 English Suites BWV 806–811 - Glenn Gould,vermann,6773,UNPLAYABLE,Video unavailable,2026-09-23T05:32:15+00:00,https://www.youtube.com/watch?v=55UY3crQp4o,playable,Glenn Gould -  BACH: English Suites BWV 806-811,ChroNotes,6676,2026-09-23T05:36:11+00:00,True,保留原视频的 Glenn Gould 钢琴演奏及 BWV 806–811 全六套英国组曲范围。,ERROR: [youtube] rJq80yxHeAQ: Video unavailable,yt-dlp: public metadata and audio formats available; no media downloaded,2026-09-23T05:34:29+00:00
09-09,"Symphony #5 in C minor, op. 67",Beethoven,https://www.youtube.com/watch?v=-VVXqNt4qU0,playable,Beethoven - Symphony No 5 in C minor Op 67,Mario Calogiuri,2361,OK,,2026-09-23T05:32:16+00:00,https://www.youtube.com/watch?v=-VVXqNt4qU0,playable,Beethoven - Symphony No 5 in C minor Op 67,Mario Calogiuri,2361,2026-09-23T05:32:16+00:00,False,,,,
09-10,Piano Concerto in G,Ravel,https://www.youtube.com/watch?v=cJOW5mlhH_Y,playable,Martha Argerich: Ravel - Piano Concerto in G Major | Nobel Prize Concert 2009,EuroArtsChannel,1419,OK,,2026-09-23T05:32:17+00:00,https://www.youtube.com/watch?v=cJOW5mlhH_Y,playable,Martha Argerich: Ravel - Piano Concerto in G Major | Nobel Prize Concert 2009,EuroArtsChannel,1419,2026-09-23T05:32:17+00:00,False,,,,
09-11,"Magnificat in D, BWV 243",Bach,https://www.youtube.com/watch?v=YSzWDc8UoN0,playable,"Karajan - Bach: Magnificat in D major, BWV 243",光Choir,2031,OK,,2026-09-23T05:32:18+00:00,https://www.youtube.com/watch?v=YSzWDc8UoN0,playable,"Karajan - Bach: Magnificat in D major, BWV 243",光Choir,2031,2026-09-23T05:32:18+00:00,False,,,,
09-12,"Piano Sonata #18 in G, D 894",Schubert,https://www.youtube.com/watch?v=cBisjKwg43U,playable,Schubert Piano Sonata No 18 D 894 G major Alfred Brendel,Sonorum Concentus Haydn & Schubert,2214,OK,,2026-09-23T05:32:20+00:00,https://www.youtube.com/watch?v=cBisjKwg43U,playable,Schubert Piano Sonata No 18 D 894 G major Alfred Brendel,Sonorum Concentus Haydn & Schubert,2214,2026-09-23T05:32:20+00:00,False,,,,
09-13,"Piano Concerto #1 in D minor, op. 15",Brahms,https://www.youtube.com/watch?v=1jB_6fpYY3o,playable,"Johannes Brahms - Piano Concerto No. 1 in D minor, Op. 15 - Maurizio Pollini",Les beaux-arts channel,3033,OK,,2026-09-23T05:32:21+00:00,https://www.youtube.com/watch?v=1jB_6fpYY3o,playable,"Johannes Brahms - Piano Concerto No. 1 in D minor, Op. 15 - Maurizio Pollini",Les beaux-arts channel,3033,2026-09-23T05:32:21+00:00,False,,,,
09-14,"Piano Sonata #14 in C-sharp minor, op. 27/2 ""Moonlight""",Beethoven,https://www.youtube.com/watch?v=796jkaAHmx4,playable,"Piano Sonata No. 14 in C sharp minor ('Moonlight'), Op. 27-2- Adagio sostenuto Ludwig van Beethoven",sonatamoonlight,380,OK,,2026-09-23T05:32:22+00:00,https://www.youtube.com/watch?v=796jkaAHmx4,playable,"Piano Sonata No. 14 in C sharp minor ('Moonlight'), Op. 27-2- Adagio sostenuto Ludwig van Beethoven",sonatamoonlight,380,2026-09-23T05:32:22+00:00,False,,,,
09-15,"Mass in B minor, BWV 232",Bach,https://www.youtube.com/watch?v=3FLbiDrn8IE,playable,Bach - Mass in B minor BWV 232 - Van Veldhoven | Netherlands Bach Society,Netherlands Bach Society,6522,OK,,2026-09-23T05:32:23+00:00,https://www.youtube.com/watch?v=3FLbiDrn8IE,playable,Bach - Mass in B minor BWV 232 - Van Veldhoven | Netherlands Bach Society,Netherlands Bach Society,6522,2026-09-23T05:32:23+00:00,False,,,,
09-16,"Concerto for Violin, Piano, and String Quartet in D, op. 21",Chausson,https://www.youtube.com/watch?v=gsrypUDnlcw,playable,"Ernest Chausson - Concert for Violin, Piano and String Quartet, Op. 21 (1891)",Bartje Bartmans,2353,OK,,2026-09-23T05:32:24+00:00,https://www.youtube.com/watch?v=gsrypUDnlcw,playable,"Ernest Chausson - Concert for Violin, Piano and String Quartet, Op. 21 (1891)",Bartje Bartmans,2353,2026-09-23T05:32:24+00:00,False,,,,
09-17,"Symphony #5, op. 50",Nielsen,https://www.youtube.com/watch?v=pOohguxFpKY,playable,Carl Nielsen: Sinfonie Nr. 5 op. 50 | Herbert Blomstedt | NDR Elbphilharmonie Orchester,ARD Klassik,2363,OK,,2026-09-23T05:32:26+00:00,https://www.youtube.com/watch?v=pOohguxFpKY,playable,Carl Nielsen: Sinfonie Nr. 5 op. 50 | Herbert Blomstedt | NDR Elbphilharmonie Orchester,ARD Klassik,2363,2026-09-23T05:32:26+00:00,False,,,,
09-18,L'Orfeo,Monteverdi,https://www.youtube.com/watch?v=jUep3sqe35o,playable,Claudio Monteverdi - L`Orfeo,Charles Souza,5707,OK,,2026-09-23T05:32:27+00:00,https://www.youtube.com/watch?v=jUep3sqe35o,playable,Claudio Monteverdi - L`Orfeo,Charles Souza,5707,2026-09-23T05:32:27+00:00,False,,,,
09-19,"Symphony #8 in C minor, WAB 108",Bruckner,https://www.youtube.com/watch?v=YI0LdVgi2cg,playable,"Bruckner: Symphony No. 8 in C Minor, WAB 108 (1890 Version, Ed. Nowak) : IV. Finale. Feierlich,...",Chicago Symphony Orchestra - Topic,1221,OK,,2026-09-23T05:32:28+00:00,https://www.youtube.com/watch?v=YI0LdVgi2cg,playable,"Bruckner: Symphony No. 8 in C Minor, WAB 108 (1890 Version, Ed. Nowak) : IV. Finale. Feierlich,...",Chicago Symphony Orchestra - Topic,1221,2026-09-23T05:32:28+00:00,False,,,,
09-20,"Cello Concerto in E minor, op. 85",Elgar,https://www.youtube.com/watch?v=8hi8oAw0aUE,playable,Edward Elgar - Cello Concerto in E minor (Op.85),Le Maestro,482,OK,,2026-09-23T05:32:30+00:00,https://www.youtube.com/watch?v=8hi8oAw0aUE,playable,Edward Elgar - Cello Concerto in E minor (Op.85),Le Maestro,482,2026-09-23T05:32:30+00:00,False,,,,
09-21,"Symphony #103 in E-flat ""Drumroll""",Haydn,https://www.youtube.com/watch?v=6GXAmM_gau0,playable,Tapiola Sinfonietta: Joseph Haydn − Symphony No. 103 Drum Roll,Tapiola Sinfonietta,1875,OK,,2026-09-23T05:32:31+00:00,https://www.youtube.com/watch?v=6GXAmM_gau0,playable,Tapiola Sinfonietta: Joseph Haydn − Symphony No. 103 Drum Roll,Tapiola Sinfonietta,1875,2026-09-23T05:32:31+00:00,False,,,,
09-22,Kindertotenlieder,Mahler,https://www.youtube.com/watch?v=9edKNmyiLBc,playable,Gustav Mahler - Kindertotenlieder,Adagietto,1580,OK,,2026-09-23T05:32:32+00:00,https://www.youtube.com/watch?v=9edKNmyiLBc,playable,Gustav Mahler - Kindertotenlieder,Adagietto,1580,2026-09-23T05:32:32+00:00,False,,,,
09-23,"Má Vlast (My Country), including Vltava (The Moldau)",Smetana,https://www.youtube.com/watch?v=l6kqu2mk-Kw,playable,Smetana: Vltava (The Moldau) - Stunning Performance,zevnikov,880,OK,,2026-09-23T05:32:34+00:00,https://www.youtube.com/watch?v=l6kqu2mk-Kw,playable,Smetana: Vltava (The Moldau) - Stunning Performance,zevnikov,880,2026-09-23T05:32:34+00:00,False,,,,
09-24,"Piano Trio #1 in D minor, op. 49",Mendelssohn,https://www.youtube.com/watch?v=-PAFzEnJ6NU,playable,"ATOS Trio: Mendelssohn - Trio no.1 in d-minor, op.49 - live at Wigmore Hall",Thomas Hoppe,2137,OK,,2026-09-23T05:32:34+00:00,https://www.youtube.com/watch?v=-PAFzEnJ6NU,playable,"ATOS Trio: Mendelssohn - Trio no.1 in d-minor, op.49 - live at Wigmore Hall",Thomas Hoppe,2137,2026-09-23T05:32:34+00:00,False,,,,
09-25,"Symphony #94 in G ""Surprise""",Haydn,https://www.youtube.com/watch?v=VOLy6JxEDLw,playable,"Haydn, Symphony No. 94 in G Major (Surprise) Second Movement: Andante",Severinus Boethius,361,OK,,2026-09-23T05:32:36+00:00,https://www.youtube.com/watch?v=VOLy6JxEDLw,playable,"Haydn, Symphony No. 94 in G Major (Surprise) Second Movement: Andante",Severinus Boethius,361,2026-09-23T05:32:36+00:00,False,,,,
09-26,"Cello Concerto #1 in E-flat, op. 107",Shostakovich,https://www.youtube.com/watch?v=al3gOZk_ad8,playable,"Shostakovich - Cello Concerto no. 1 in E-flat major, op. 107 (Capuçon / Gergiev / Münchner Phil)",dultz,1844,OK,,2026-09-23T05:32:37+00:00,https://www.youtube.com/watch?v=al3gOZk_ad8,playable,"Shostakovich - Cello Concerto no. 1 in E-flat major, op. 107 (Capuçon / Gergiev / Münchner Phil)",dultz,1844,2026-09-23T05:32:37+00:00,False,,,,
09-27,"Sonatas and Partitas for Solo Violin, BWV 1001-1006",Bach,https://www.youtube.com/watch?v=rKdmGEIMci8,playable,"Bach: Sonatas and Partitas for Solo Violin, BWV 1001-1006 (Violin: Kyung Wha Chung)",Rique Borges,8231,OK,,2026-09-23T05:32:38+00:00,https://www.youtube.com/watch?v=rKdmGEIMci8,playable,"Bach: Sonatas and Partitas for Solo Violin, BWV 1001-1006 (Violin: Kyung Wha Chung)",Rique Borges,8231,2026-09-23T05:32:38+00:00,False,,,,
09-28,Des Canyons aux étoiles,Messiaen,https://www.youtube.com/watch?v=h0N40AVL32U,playable,"Olivier Messiaen: Des canyons aux étoiles (Chung, Orchestre Philharmonique de Radio France)",Rique Borges,5535,OK,,2026-09-23T05:32:39+00:00,https://www.youtube.com/watch?v=h0N40AVL32U,playable,"Olivier Messiaen: Des canyons aux étoiles (Chung, Orchestre Philharmonique de Radio France)",Rique Borges,5535,2026-09-23T05:32:39+00:00,False,,,,
09-29,"Piano Quartet #2 in G minor, op. 45",Fauré,https://www.youtube.com/watch?v=NUzlJpKoQy0,playable,"Fauré - Piano Quartet No. 2 in G minor, Op. 45",Anthony Mondon,1993,OK,,2026-09-23T05:32:40+00:00,https://www.youtube.com/watch?v=NUzlJpKoQy0,playable,"Fauré - Piano Quartet No. 2 in G minor, Op. 45",Anthony Mondon,1993,2026-09-23T05:32:40+00:00,False,,,,
09-30,"Violin Concerto #2 in G, Sz. 112, BB 117",Bartók,https://www.youtube.com/watch?v=AQclbpe8SfA,playable,"Violin Concerto No. 2, Sz. 112, BB 117: I. Allegro non troppo",Béla Bartók - Topic,914,OK,,2026-09-23T05:32:41+00:00,https://www.youtube.com/watch?v=AQclbpe8SfA,playable,"Violin Concerto No. 2, Sz. 112, BB 117: I. Allegro non troppo",Béla Bartók - Topic,914,2026-09-23T05:32:41+00:00,False,,,,
10-01,"Piano Concerto #20 in D minor, K. 466",Mozart,https://www.youtube.com/watch?v=yM8CFR01KwQ,playable,"Mozart: Concerto for piano and Orchestra (d-minor) K.466, Uchida",forye,2049,OK,,2026-09-23T05:32:43+00:00,https://www.youtube.com/watch?v=yM8CFR01KwQ,playable,"Mozart: Concerto for piano and Orchestra (d-minor) K.466, Uchida",forye,2049,2026-09-23T05:32:43+00:00,False,,,,
10-02,"Piano Concerto #2 in C minor, op. 18",Rachmaninoff,https://www.youtube.com/watch?v=rEGOihjqO9w,playable,Rachmaninoff: Piano Concerto no.2 op.18 - Anna Fedorova - Complete Live Concert - HD,AVROTROS Klassiek,2269,OK,,2026-09-23T05:32:44+00:00,https://www.youtube.com/watch?v=rEGOihjqO9w,playable,Rachmaninoff: Piano Concerto no.2 op.18 - Anna Fedorova - Complete Live Concert - HD,AVROTROS Klassiek,2269,2026-09-23T05:32:44+00:00,False,,,,
10-03,"Piano Sonata #23 in F minor, op. 57 'Appassionata'",Beethoven,https://www.youtube.com/watch?v=ACB2a7dOHmU,playable,"Murray Perahia - Beethoven - Piano Sonata No 23 in F minor, Op 57",Classical Vault 3,1470,OK,,2026-09-23T05:32:45+00:00,https://www.youtube.com/watch?v=ACB2a7dOHmU,playable,"Murray Perahia - Beethoven - Piano Sonata No 23 in F minor, Op 57",Classical Vault 3,1470,2026-09-23T05:32:45+00:00,False,,,,
10-04,"Piano Concerto #21 in C, K. 467",Mozart,https://www.youtube.com/watch?v=whTEVQ2OizI,playable,"MOZART - Piano Concerto No. 21 in C major, K. 467",Ignas Maknickas,1647,OK,,2026-09-23T05:32:46+00:00,https://www.youtube.com/watch?v=whTEVQ2OizI,playable,"MOZART - Piano Concerto No. 21 in C major, K. 467",Ignas Maknickas,1647,2026-09-23T05:32:46+00:00,False,,,,
10-05,Symphony #5,Mahler,https://www.youtube.com/watch?v=vOvXhyldUko,playable,Mahler - Symphony No.5 - Abbado - Lucerne Festival Orchestra 2004,José Manuel,4423,OK,,2026-09-23T05:32:48+00:00,https://www.youtube.com/watch?v=vOvXhyldUko,playable,Mahler - Symphony No.5 - Abbado - Lucerne Festival Orchestra 2004,José Manuel,4423,2026-09-23T05:32:48+00:00,False,,,,
10-06,"Symphony #3 in C minor, op. 78 'Organ'",Saint-Saëns,https://www.youtube.com/watch?v=ZWCZq33BrOo,playable,"Saint-Saëns - Symphony No 3 in C minor, Op 78 - Järvi",Classical Vault 1,2190,OK,,2026-09-23T05:32:49+00:00,https://www.youtube.com/watch?v=ZWCZq33BrOo,playable,"Saint-Saëns - Symphony No 3 in C minor, Op 78 - Järvi",Classical Vault 1,2190,2026-09-23T05:32:49+00:00,False,,,,
10-07,"Symphony #3 ""Symphony of Sorrowful Songs,"" op. 36",Górecki,https://www.youtube.com/watch?v=dFKVjM1iMVU,playable,"Henryk Górecki - Symphony No. 3 'Symphony of Sorrowful Songs', Op. 36",invertedninthchord,3200,OK,,2026-09-23T05:32:50+00:00,https://www.youtube.com/watch?v=dFKVjM1iMVU,playable,"Henryk Górecki - Symphony No. 3 'Symphony of Sorrowful Songs', Op. 36",invertedninthchord,3200,2026-09-23T05:32:50+00:00,False,,,,
10-08,Symphonic Metamorphosis of Themes by Carl Maria von Weber,Hindemith,https://www.youtube.com/watch?v=2A8tUpPRyR4,playable,Hindemith - Symphonic Metamorphosis  | Dima Slobodeniouk | SWR Symphonieorchester,ARD Klassik,1298,OK,,2026-09-23T05:32:51+00:00,https://www.youtube.com/watch?v=2A8tUpPRyR4,playable,Hindemith - Symphonic Metamorphosis  | Dima Slobodeniouk | SWR Symphonieorchester,ARD Klassik,1298,2026-09-23T05:32:51+00:00,False,,,,
10-09,"Violin Concerto #1 in A minor, op. 77",Shostakovich,https://www.youtube.com/watch?v=x3iSCa50DFg,playable,"Shostakovich Violin Concerto No. 1 in A minor, Opus 77",Arte das Cordas,2421,OK,,2026-09-23T05:32:52+00:00,https://www.youtube.com/watch?v=x3iSCa50DFg,playable,"Shostakovich Violin Concerto No. 1 in A minor, Opus 77",Arte das Cordas,2421,2026-09-23T05:32:52+00:00,False,,,,
10-10,Metamorphosen,"Strauss, R.",https://www.youtube.com/watch?v=MlpNB0WeQaQ,playable,Richard Strauss: Metamorphosen for 23 strings,Norwegian Chamber Orchestra,1604,OK,,2026-09-23T05:32:54+00:00,https://www.youtube.com/watch?v=MlpNB0WeQaQ,playable,Richard Strauss: Metamorphosen for 23 strings,Norwegian Chamber Orchestra,1604,2026-09-23T05:32:54+00:00,False,,,,
10-11,"String Quartets, op. 33 ""Russian""",Haydn,https://www.youtube.com/watch?v=D4_NyYf2gnY,playable,"String Quartets, Op. 33, No. 5 in G Major, Hob. III:41 ""The Russian Quartets"": IV. Finale....",Quatuor Mosaïques - Topic,326,OK,,2026-09-23T05:32:54+00:00,https://www.youtube.com/watch?v=D4_NyYf2gnY,playable,"String Quartets, Op. 33, No. 5 in G Major, Hob. III:41 ""The Russian Quartets"": IV. Finale....",Quatuor Mosaïques - Topic,326,2026-09-23T05:32:54+00:00,False,,,,
10-12,"Symphony #2 ""Resurrection""",Mahler,https://www.youtube.com/watch?v=wgtSa6XYWdE,playable,"Mahler Symphony no. 2 ""Resurrection"" - London Symphony Orchestra - Leonard Bernstein",Michael Li,5481,OK,,2026-09-23T05:32:56+00:00,https://www.youtube.com/watch?v=wgtSa6XYWdE,playable,"Mahler Symphony no. 2 ""Resurrection"" - London Symphony Orchestra - Leonard Bernstein",Michael Li,5481,2026-09-23T05:32:56+00:00,False,,,,
10-13,On an Overgrown Path,Janáček,https://www.youtube.com/watch?v=V280ixNS5Jc,playable,"Janacek: On an Overgrown Path (Couvert, Pechocova)",Ashish Xiangyi Kumar,3770,OK,,2026-09-23T05:32:57+00:00,https://www.youtube.com/watch?v=V280ixNS5Jc,playable,"Janacek: On an Overgrown Path (Couvert, Pechocova)",Ashish Xiangyi Kumar,3770,2026-09-23T05:32:57+00:00,False,,,,
10-14,"Symphony #39 in E-flat, K. 543",Mozart,https://www.youtube.com/watch?v=rM1LA_bngMQ,playable,"Mozart - Symphony No. 39 in E flat major, K. 543 {Schmidt-Isserstedt}",Bartje Bartmans,1785,OK,,2026-09-23T05:32:58+00:00,https://www.youtube.com/watch?v=rM1LA_bngMQ,playable,"Mozart - Symphony No. 39 in E flat major, K. 543 {Schmidt-Isserstedt}",Bartje Bartmans,1785,2026-09-23T05:32:58+00:00,False,,,,
10-15,"The Nutcracker, op. 71",Tchaikovsky,https://www.youtube.com/watch?v=o_brMBTnFyM,playable,"Tchaikovsky；The Nutcracker Op.71""Pas de deux""",irie1948,336,OK,,2026-09-23T05:33:00+00:00,https://www.youtube.com/watch?v=o_brMBTnFyM,playable,"Tchaikovsky；The Nutcracker Op.71""Pas de deux""",irie1948,336,2026-09-23T05:33:00+00:00,False,,,,
10-16,"Giulio Cesare in Egitto, HWV 17",Handel,https://www.youtube.com/watch?v=ppAUohisvG8,playable,"Sabine Devieilhe sings Handel: Giulio Cesare in Egitto, HWV 17, Act II: Se pietà di me non senti""",Warner Classics,487,OK,,2026-09-23T05:33:01+00:00,https://www.youtube.com/watch?v=ppAUohisvG8,playable,"Sabine Devieilhe sings Handel: Giulio Cesare in Egitto, HWV 17, Act II: Se pietà di me non senti""",Warner Classics,487,2026-09-23T05:33:01+00:00,False,,,,
10-17,"String Quartet #15 in G, D. 887",Schubert,https://www.youtube.com/watch?v=9One__hAjrI,playable,Schubert | String Quartet No. 15 in G Major D. 887 - Esmé Quartet,Südtirol in concert,2762,OK,,2026-09-23T05:33:02+00:00,https://www.youtube.com/watch?v=9One__hAjrI,playable,Schubert | String Quartet No. 15 in G Major D. 887 - Esmé Quartet,Südtirol in concert,2762,2026-09-23T05:33:02+00:00,False,,,,
10-18,"Johannes-Passion, BWV 245",Bach,https://www.youtube.com/watch?v=zMf9XDQBAaI,playable,Bach - St John Passion BWV 245 - Van Veldhoven | Netherlands Bach Society,Netherlands Bach Society,6792,OK,,2026-09-23T05:33:03+00:00,https://www.youtube.com/watch?v=zMf9XDQBAaI,playable,Bach - St John Passion BWV 245 - Van Veldhoven | Netherlands Bach Society,Netherlands Bach Society,6792,2026-09-23T05:33:03+00:00,False,,,,
